id,rep_id,office_type,line1,line2,line3,line4,line5,latitude,longitude,lonlat,created_at,updated_at,phone
320,201,capitol,2407 Rayburn H.O.B.,,"Washington, DC 20515",,,,,,2016-12-22 21:46:05.784469,2016-12-22 21:46:05.784469,(202) 225-5961
321,202,capitol,440 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 21:47:44.5042,2016-12-22 21:47:44.5042,(202) 225-2501
322,203,capitol,2187 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 21:48:15.722684,2016-12-22 21:48:15.722684,(202) 225-4035
323,204,capitol,1123 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 21:48:43.290615,2016-12-22 21:48:43.290615,(202) 225-2536
324,205,district,118 Cannon HOB,,"Washington, DC 20515",,,38.8867823,-77.0068805,,2016-12-22 21:49:47.490213,2016-12-22 21:49:47.490213,(202) 225-7931
325,206,district,120 Cannon HOB,,"Washington, DC 20515",,,,,,2016-12-22 21:49:54.813486,2016-12-22 21:49:54.813486,(202) 225-3671
326,207,capitol,2104 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-22 21:50:07.948807,2016-12-22 21:50:07.948807,(202) 225-5015
327,208,capitol,2313 Rayburn HOB,,"Washington, DC 20515",,,38.887264,-77.010568,,2016-12-22 21:50:39.506538,2016-12-22 21:50:39.506538,(202) 225-5755
328,209,capitol,427 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 21:51:47.853544,2016-12-22 21:51:47.853544,(202) 225-2706
329,210,district,229 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 21:52:01.398581,2016-12-22 21:52:01.398581,(202) 225-1252
330,211,capitol,430 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 21:52:20.995187,2016-12-22 21:52:20.995187,(202) 225-9889
331,212,capitol,205 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 21:52:51.988978,2016-12-22 21:52:51.988978,(202) 225-3376
332,213,district,1727 LONGWORTH HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 21:52:59.587422,2016-12-22 21:52:59.587422,(202) 225-1002
333,214,district,221 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 21:55:26.207575,2016-12-22 21:55:26.207575,(202) 225-5792
334,215,capitol,511 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 21:55:39.852316,2016-12-22 21:55:39.852316,(202) 225-5744
335,216,capitol,1037 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 21:58:24.007582,2016-12-22 21:58:24.007582,(202) 225-9890
336,217,district,208 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 21:59:13.540776,2016-12-22 21:59:13.540776,(202) 225-4506
337,218,capitol,1517 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 21:59:38.942864,2016-12-22 21:59:38.942864,(202) 225-3026
338,219,capitol,2353 Rayburn Office Building,,"Washington, DC 20515",,,38.8870599,-77.0110515,,2016-12-22 22:00:16.251996,2016-12-22 22:00:16.251996,(202) 225-1313
339,220,capitol,2206 Rayburn HOB,,"Washington, DC 20515",,,38.8868136,-77.0105928,,2016-12-22 22:01:41.523535,2016-12-22 22:01:41.523535,(202) 225-3931
340,221,district,1039 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 22:02:24.551874,2016-12-22 22:02:24.551874,(202) 225-2176
341,222,district,840 West 11th Street,,"Panama city, FL 32401",,,30.167961,-85.671895,,2016-12-22 22:06:41.790227,2016-12-22 22:06:41.790227,(202) 225-5235
342,222,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 22:06:41.965194,2016-12-22 22:06:41.965194,(850) 891-8610
343,223,district,1024 Longworth Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 22:08:01.300722,2016-12-22 22:08:01.300722,(202) 225-3001
36,18,capitol,131 Russell Senate Office Building,,"Washington, DC 20510",,,38.8925417,-77.0074155,,2016-12-22 18:53:26.619684,2016-12-22 22:12:11.748323,(202) 224-3643
344,224,district,2743 Perimeter Parkway,,"Augusta, GA 30909",,,33.4875735,-82.0846666,,2016-12-22 22:12:14.338476,2016-12-22 22:12:14.338476,(202) 225-2823
345,224,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 22:12:14.43063,2016-12-22 22:12:14.43063,(706) 228-1980
346,225,capitol,240 State Capitol,,"Atlanta, GA 30334",,,33.7484424,-84.3876546,,2016-12-22 22:12:15.314078,2016-12-22 22:12:15.314078,(404) 656-1776
347,226,capitol,240 State Capitol,,"Atlanta, GA 30334",,,33.7484424,-84.3876546,,2016-12-22 22:12:15.514393,2016-12-22 22:12:15.514393,(404) 656-5030
348,227,district,513 Cannon H. O. B.,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 22:12:34.40125,2016-12-22 22:12:34.40125,(202) 225-9893
349,228,capitol,2429 Rayburn HOB,,"Washington, DC 20515",,,38.8869451,-77.0087383,,2016-12-22 22:13:00.147865,2016-12-22 22:13:00.147865,(202) 225-3631
350,229,district,516 Cannon HOB,,"Washington, DC 20515",,,38.8867705,-77.0068733,,2016-12-22 22:13:44.351755,2016-12-22 22:13:44.351755,(202) 225-6531
351,230,district,1 Diamond Causeway,,"Savannah, GA 31406",,,31.9572542,-81.0987475,,2016-12-22 22:15:19.644998,2016-12-22 22:15:19.644998,(202) 225-5831
352,230,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 22:15:19.743668,2016-12-22 22:15:19.743668,(912) 352-0101
353,231,capitol,100 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 22:15:51.4224,2016-12-22 22:15:51.4224,(202) 225-4501
354,232,capitol,432 Cannon House Office Bldg.,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 22:18:30.981829,2016-12-22 22:18:30.981829,(202) 225-5211
355,233,district,100 Court Street,,"Monroe, GA 30655",,,33.7942004,-83.7130977,,2016-12-22 22:18:38.45028,2016-12-22 22:18:38.45028,(202) 225-4101
356,233,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 22:18:38.560994,2016-12-22 22:18:38.560994,(478) 457-0007
357,234,district,415 South Beretania Street,,"Honolulu, HI 96813",,,21.3073508,-157.857308,,2016-12-22 22:22:58.244644,2016-12-22 22:22:58.244644,(808) 586-0034
358,235,district,415 South Beretania Street,,"Honolulu, HI 96813",,,21.3073508,-157.857308,,2016-12-22 22:22:58.446155,2016-12-22 22:22:58.446155,(808) 586-0255
359,236,capitol,502 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 22:23:23.955004,2016-12-22 22:23:23.955004,(202) 225-4906
360,238,district,P.O. Box 83720,,"Boise, ID 83720",,,43.6174872,-116.2003383,,2016-12-22 23:06:49.240787,2016-12-22 23:06:49.240787,(208) 334-2100
361,239,capitol,Office of the Lieutenant Governor State Capitol,,"Boise, ID 83720",,,,,,2016-12-22 23:06:49.461461,2016-12-22 23:06:49.461461,(208) 334-2200
362,240,district,1523 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 23:08:29.379206,2016-12-22 23:08:29.379206,(202) 225-6611
184,92,capitol,307 Dirksen Senate Office Building,,"Washington, DC 20510",,,38.8923074,-77.0051756,,2016-12-22 18:55:20.70311,2016-12-22 23:09:07.859106,(202) 224-6441
363,241,capitol,113 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 23:09:08.868484,2016-12-22 23:09:08.868484,(202) 225-2311
364,242,capitol,379A Senate Russell Office Building,,"Washington, DC 20510",,,38.8928627,-77.0074155,,2016-12-22 23:09:09.815363,2016-12-22 23:09:09.815363,(202) 224-3424
365,243,capitol,State Capitol,,"Cheyenne, WY 82002",,,,,,2016-12-22 23:09:10.73023,2016-12-22 23:09:10.73023,(307) 777-7434
366,244,capitol,"2312 Rayburn House Office Building,",,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 23:09:30.079418,2016-12-22 23:09:30.079418,(202) 225-5531
367,245,capitol,524 Hart Senate Office Building,,"Washington, DC 20510",,,38.893232,-77.004319,,2016-12-22 23:10:26.022194,2016-12-22 23:10:26.022194,(202) 224-2854
368,246,capitol,Office of the Governor 207 State House,,"Springfield, IL 62706",,,39.7984344,-89.6551139,,2016-12-22 23:10:27.193921,2016-12-22 23:10:27.193921,(312) 814-2121
369,247,capitol,Office of the Lt. Governor 214 State House,,"Springfield, IL 62706",,,,,,2016-12-22 23:10:28.144434,2016-12-22 23:10:28.144434,(217) 717-2331
370,248,capitol,1009 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 23:10:35.286542,2016-12-22 23:10:35.286542,(202) 225-5905
371,249,capitol,1740 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 23:10:42.634021,2016-12-22 23:10:42.634021,(202) 225-2371
372,250,capitol,2452 Rayburn House Office Building,,"Washington, DC 20515",,,38.8870651,-77.0105254,,2016-12-22 23:12:34.22631,2016-12-22 23:12:34.22631,(202) 225-5271
373,251,district,1717 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 23:13:22.62095,2016-12-22 23:13:22.62095,(202) 225-5701
374,252,capitol,2464 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 23:15:41.285551,2016-12-22 23:15:41.285551,(202) 225-6201
375,253,district,23 Public Square,,"Belleville, IL 62220",,,38.5139815,-89.9834624,,2016-12-22 23:16:55.458063,2016-12-22 23:16:55.458063,(202) 225-5661
376,253,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 23:16:55.597908,2016-12-22 23:16:55.597908,(618) 457-5787
377,254,district,1221 Longworth HOB,,"Washington, DC 20515",,,38.8870255,-77.0084917,,2016-12-22 23:17:21.018383,2016-12-22 23:17:21.018383,(202) 225-3635
378,255,capitol,2419 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 23:18:34.138851,2016-12-22 23:18:34.138851,(202) 225-0773
379,256,capitol,2367 Rayburn HOB,,"Washington, DC 20515",,,38.8870694,-77.0108451,,2016-12-22 23:20:03.203718,2016-12-22 23:20:03.203718,(202) 225-2111
380,257,capitol,2159 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 23:21:55.283633,2016-12-22 23:21:55.283633,(202) 225-5006
381,258,capitol,1224 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 23:22:53.134243,2016-12-22 23:22:53.134243,(202) 225-3515
382,259,district,1124 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 23:23:36.101442,2016-12-22 23:23:36.101442,(202) 225-4061
54,27,capitol,720 Hart Senate Office Building,,"Washington, DC 20510",,,38.8928388,-77.0043561,,2016-12-22 18:53:45.400288,2016-12-22 23:31:12.075119,(202) 224-4814
383,260,capitol,1007 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 23:31:13.027752,2016-12-22 23:31:13.027752,(202) 225-5315
384,261,district,493 Russell Office Bldg,,"Washington, DC 20510",,,38.8928142,-77.0073992,,2016-12-22 23:31:13.857933,2016-12-22 23:31:13.857933,(202) 224-5623
385,262,district,"200 W. Washington St.,",,"Indianapolis, IN 46204",,,39.768075,-86.1626031,,2016-12-22 23:31:14.70224,2016-12-22 23:31:14.70224,(317) 232-4567
386,263,district,"200 W. Washington St.,",,"Indianapolis, IN 46204",,,39.768075,-86.1626031,,2016-12-22 23:31:14.918954,2016-12-22 23:31:14.918954,(317) 232-4545
387,264,capitol,419 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 23:31:41.71731,2016-12-22 23:31:41.71731,(202) 225-3915
388,265,district,1005 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 23:31:55.565146,2016-12-22 23:31:55.565146,(202) 225-4636
389,266,district,236 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 23:32:21.166237,2016-12-22 23:32:21.166237,(202) 225-5037
390,267,capitol,508 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 23:33:05.134247,2016-12-22 23:33:05.134247,(202) 225-3021
391,268,capitol,2256 Rayburn HOB,,"Washington, DC 20515",,,38.887122,-77.01092,,2016-12-22 23:34:46.121873,2016-12-22 23:34:46.121873,(202) 225-2461
392,269,capitol,2453 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-22 23:35:56.024539,2016-12-22 23:35:56.024539,(202) 225-4011
393,270,district,1728 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 23:38:39.536443,2016-12-22 23:38:39.536443,(202) 225-4436
394,271,capitol,1505 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 23:39:25.822547,2016-12-22 23:39:25.822547,(202) 225-2276
395,272,district,1007 East Grand Ave.,,"Des moines, IA 50319",,,41.5912025,-93.6037607,,2016-12-22 23:43:12.283886,2016-12-22 23:43:12.283886,(515) 281-5211
396,273,district,1007 East Grand Ave.,,"Des moines, IA 50319",,,41.5912025,-93.6037607,,2016-12-22 23:43:12.543988,2016-12-22 23:43:12.543988,(515) 281-5211
397,274,capitol,2210 Rayburn Office Building,,"Washington, DC 20515",,,38.88714,-77.009402,,2016-12-22 23:45:20.79236,2016-12-22 23:45:20.79236,(202) 225-4426
398,275,district,310 3rd Street SE,,"Cedar rapids, IA 52401",,,41.9773904,-91.6653664,,2016-12-22 23:45:52.79443,2016-12-22 23:45:52.79443,(202) 225-2911
399,275,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 23:45:53.02803,2016-12-22 23:45:53.02803,(319) 266-6925
400,276,district,2700 Grand Avenue,,"Des moines, IA 50312",,,41.5840104,-93.6532437,,2016-12-22 23:46:18.166396,2016-12-22 23:46:18.166396,(202) 225-5476
401,276,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 23:46:18.328512,2016-12-22 23:46:18.328512,(712) 325-1404
402,277,capitol,1527 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 23:46:25.750835,2016-12-22 23:46:25.750835,(202) 225-6576
403,278,capitol,Capitol,,"Topeka, KS 66612",,,39.0479496,-95.6804039,,2016-12-23 00:02:34.995673,2016-12-23 00:02:34.995673,(785) 296-3232
404,279,capitol,State Capitol,,"Topeka, KS 66612",,,,,,2016-12-23 00:02:35.730958,2016-12-23 00:02:35.730958,(785) 296-2214
405,280,district,1027 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 00:04:00.069422,2016-12-23 00:04:00.069422,(202) 225-6601
406,281,district,107 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-23 00:04:52.803454,2016-12-23 00:04:52.803454,(202) 225-6216
407,282,district,215 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-23 00:05:36.990185,2016-12-23 00:05:36.990185,(202) 225-2865
408,283,district,129 Cannon HOB,,"Washington, DC 20515",,,,,,2016-12-23 00:10:29.034037,2016-12-23 00:10:29.034037,(202) 225-2715
62,31,capitol,124 Russell Senate Office Building,,"Washington, DC 20510",,,38.8925417,-77.0074155,,2016-12-22 18:53:53.557095,2016-12-23 00:12:34.678717,(202) 224-4343
409,284,capitol,"700 Capitol Avenue,",,"Frankfort, KY 40601",,,38.186775,-84.875221,,2016-12-23 00:12:36.578303,2016-12-23 00:12:36.578303,(502) 564-2611
410,285,capitol,"700 Capitol Avenue,",,"Frankfort, KY 40601",,,38.186775,-84.875221,,2016-12-23 00:12:36.769515,2016-12-23 00:12:36.769515,(502) 564-2611
411,286,capitol,2406 Rayburn House Office Bldg,,"Washington, DC 20515",,,,,,2016-12-23 00:12:56.357812,2016-12-23 00:12:56.357812,(202) 225-4601
412,287,district,314 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-23 00:13:29.977449,2016-12-23 00:13:29.977449,(202) 225-3465
413,288,capitol,403 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-23 00:13:37.466857,2016-12-23 00:13:37.466857,(202) 225-5401
414,289,capitol,2184 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-23 00:13:44.546705,2016-12-23 00:13:44.546705,(202) 225-3115
415,290,district,308 Cannon H.O.B.,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-23 00:18:15.990605,2016-12-23 00:18:15.990605,(202) 225-3501
416,291,capitol,1432 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 00:20:38.318851,2016-12-23 00:20:38.318851,(202) 225-4706
417,292,district,2351 Energy Drive,,"Baton rouge, LA 70808",,,30.4265187,-91.1316524,,2016-12-23 06:04:13.040488,2016-12-23 06:04:13.040488,(202) 225-3901
418,292,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-23 06:04:13.149405,2016-12-23 06:04:13.149405,(225) 686-4413
419,293,capitol,516 Hart Senate Office Building,,"Washington, DC 20510",,,38.8928388,-77.0043561,,2016-12-23 06:04:13.96766,2016-12-23 06:04:13.96766,(202) 224-4623
420,294,district,PO Box 94004,,"Baton rouge, LA 70804",,,30.45,-91.15,,2016-12-23 06:04:14.842041,2016-12-23 06:04:14.842041,
421,295,district,PO Box 44243,,"Baton rouge, LA 70804",,,30.45,-91.15,,2016-12-23 06:04:15.535035,2016-12-23 06:04:15.535035,(225) 342-7009
422,296,capitol,2338 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-23 06:04:44.326743,2016-12-23 06:04:44.326743,(202) 225-3015
423,297,capitol,1431 Longworth House Office Bldg,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 06:05:34.33209,2016-12-23 06:05:34.33209,(202) 225-2031
424,298,district,416 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-23 06:06:26.09087,2016-12-23 06:06:26.09087,(202) 225-2777
425,299,district,426 DeSiard Street,,"Monroe, LA 71201",,,32.5036093,-92.1144236,,2016-12-23 06:08:52.871086,2016-12-23 06:08:52.871086,(202) 225-8490
426,299,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-23 06:08:52.964164,2016-12-23 06:08:52.964164,(318) 445-0818
427,300,capitol,359 Dirksen Building,,"Washington, DC 20510",,,,,,2016-12-23 06:20:50.964598,2016-12-23 06:20:50.964598,(202) 224-5344
428,301,capitol,Office of the Governor #1 State House Station,,"Augusta, ME 04333",,,,,,2016-12-23 06:20:51.981667,2016-12-23 06:20:51.981667,(207) 287-3531
429,302,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-23 06:21:08.923556,2016-12-23 06:21:08.923556,(207) 942-0583
430,303,district,"1318 Longworth HOB,",,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 06:21:15.497157,2016-12-23 06:21:15.497157,(202) 225-6116
431,304,district,1533 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 06:27:57.74533,2016-12-23 06:27:57.74533,(202) 225-5311
432,305,capitol,503 Hart Senate Office Building,,"Washington, DC 20510",,,38.8928388,-77.0043561,,2016-12-23 06:27:58.651767,2016-12-23 06:27:58.651767,(202) 224-4654
433,306,capitol,100 State Circle,,"Annapolis, MD 21401",,,38.9788556,-76.4910237,,2016-12-23 06:27:59.482913,2016-12-23 06:27:59.482913,(410) 974-3901
434,307,capitol,100 State Circle,,"Annapolis, MD 21401",,,38.9788556,-76.4910237,,2016-12-23 06:27:59.70159,2016-12-23 06:27:59.70159,(410) 974-3901
435,308,capitol,1705 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 06:28:17.520196,2016-12-23 06:28:17.520196,(202) 225-4131
436,309,capitol,1632 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 06:28:34.666353,2016-12-23 06:28:34.666353,(202) 225-2721
437,310,capitol,2444 Rayburn HOB,,"Washington, DC 20515",,,38.8867564,-77.0105714,,2016-12-23 06:28:41.226364,2016-12-23 06:28:41.226364,(202) 225-4016
438,311,capitol,2235 Rayburn HOB,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-23 06:29:27.110634,2016-12-23 06:29:27.110634,(202) 225-4741
439,312,capitol,2416 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-23 06:30:18.564769,2016-12-23 06:30:18.564769,(202) 225-3061
440,313,capitol,Massachusetts State House Office of the Governor Room 280,,"Boston, MA 02133",,,,,,2016-12-23 06:38:49.281651,2016-12-23 06:38:49.281651,(202) 624-7713
441,314,district,Western Massachusetts Office of the Governor,,"Springfield, MA 01103",,,42.105973,-72.592111,,2016-12-23 06:38:50.790796,2016-12-23 06:38:50.790796,(617) 725-4005
442,314,capitol,Massachusetts State House,,"Boston, MA 02133",,,,,,2016-12-23 06:38:50.890306,2016-12-23 06:38:50.890306,(413) 784-1200
443,315,district,1607 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 06:39:02.908742,2016-12-23 06:39:02.908742,(202) 225-3411
444,316,capitol,2208 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-23 06:39:09.270499,2016-12-23 06:39:09.270499,(202) 225-5601
445,317,district,315 Cannon HOB,,"Washington, DC 20515",,,38.8867787,-77.0069205,,2016-12-23 06:39:32.597649,2016-12-23 06:39:32.597649,(202) 225-3111
446,318,capitol,2108 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-23 06:39:44.130387,2016-12-23 06:39:44.130387,(202) 225-2836
447,319,capitol,2133 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-23 06:39:50.52774,2016-12-23 06:39:50.52774,(202) 225-8273
140,70,capitol,728 Hart Senate Office Building,,"Washington, DC 20510",,,38.8928388,-77.0043561,,2016-12-22 18:54:44.553226,2016-12-23 06:40:30.822994,(202) 224-4642
448,320,district,128 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-23 06:40:32.655602,2016-12-23 06:40:32.655602,(202) 225-4911
449,321,district,82 Smith Street,,"Providence, RI 02903",,,41.8310574,-71.4149556,,2016-12-23 06:40:33.266413,2016-12-23 06:40:33.266413,(401) 222-2080
450,322,district,82 Smith Street,,"Providence, RI 02903",,,41.8310574,-71.4149556,,2016-12-23 06:40:33.452087,2016-12-23 06:40:33.452087,(401) 222-2371
451,323,capitol,1414 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 06:40:56.46145,2016-12-23 06:40:56.46145,(202) 225-5111
452,324,district,438 Cannon HOB,,"Washington, DC 20515",,,,,,2016-12-23 06:42:14.584231,2016-12-23 06:42:14.584231,(202) 225-6101
453,325,capitol,1218 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 06:44:58.775791,2016-12-23 06:44:58.775791,(202) 225-5931
454,326,district,17 Peabody Square,,"Peabody, MA 01960",,,42.5254624,-70.9269998,,2016-12-23 06:46:00.070011,2016-12-23 06:46:00.070011,(202) 225-8020
455,326,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-23 06:46:00.159905,2016-12-23 06:46:00.159905,(978) 531-1669
456,327,district,Patrick V. McNamara Federal Building,,"Detroit, MI 48226",,,42.3311478,-83.0532168,,2016-12-23 07:22:57.409394,2016-12-23 07:22:57.409394,(202) 224-6221
457,327,capitol,United States Senate,,"Washington, DC 20510",,,38.8928369,-77.0051216,,2016-12-23 07:22:57.505497,2016-12-23 07:22:57.505497,(313) 964-9960
458,328,district,P.O. Box 30013,,"Lansing, MI 48909",,,42.68,-84.5,,2016-12-23 07:22:58.265184,2016-12-23 07:22:58.265184,(517) 373-3400
459,329,district,Office of the Lieutenant Governor,,"Lansing, MI 48909-7514",,,,,,2016-12-23 07:22:58.840694,2016-12-23 07:22:58.840694,(517) 373-3400
460,330,district,19855 West Out Drive,,"Dearborn, MI 48124",,,42.3034918,-83.2627983,,2016-12-23 07:23:05.111923,2016-12-23 07:23:05.111923,(202) 225-4071
461,330,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-23 07:23:05.211496,2016-12-23 07:23:05.211496,(734) 481-1100
462,331,district,114 Cannon HOB,,"Washington, DC 20515",,,,,,2016-12-23 07:23:28.326085,2016-12-23 07:23:28.326085,(202) 225-3831
463,332,district,514 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-23 07:23:40.355716,2016-12-23 07:23:40.355716,(202) 225-4735
464,333,capitol,327 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-23 07:24:14.969017,2016-12-23 07:24:14.969017,(202) 225-3611
465,334,capitol,2183 Rayburn House Office Bldg,,"Washington, DC 20515",,,38.8867823,-77.0105766,,2016-12-23 07:25:38.639008,2016-12-23 07:25:38.639008,(202) 225-3761
466,335,district,1217 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 07:25:45.073481,2016-12-23 07:25:45.073481,(202) 225-4401
467,336,district,26700 Lahser Road,,"Southfield, MI 48033",,,42.4838377,-83.2611179,,2016-12-23 07:26:14.563123,2016-12-23 07:26:14.563123,(202) 225-5802
468,336,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-23 07:26:14.663012,2016-12-23 07:26:14.663012,(248) 356-2052
469,337,capitol,2436 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-23 07:26:37.601556,2016-12-23 07:26:37.601556,(202) 225-6276
470,338,capitol,2426 Rayburn H.O.B.,,"Washington, DC 20515",,,38.8870193,-77.0081589,,2016-12-23 07:26:55.029495,2016-12-23 07:26:55.029495,(202) 225-5126
471,339,district,1236 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-23 07:30:02.038191,2016-12-23 07:30:02.038191,(888) 810-3880
472,340,district,200 East Main Street,,"Midland, MI 48640",,,43.6125894,-84.2447609,,2016-12-23 07:30:47.450442,2016-12-23 07:30:47.450442,(202) 225-3561
473,340,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-23 07:30:47.5427,2016-12-23 07:30:47.5427,(989) 631-2552
474,341,district,711 East Grand River Avenue,,"Brighton, MI 48116",,,42.5250483,-83.7760175,,2016-12-23 07:31:04.959769,2016-12-23 07:31:04.959769,(202) 225-4872
475,341,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-23 07:31:05.050508,2016-12-23 07:31:05.050508,(810) 227-8600
476,342,district,625 East Big Beaver Road,,"Troy, MI 48083",,,42.563685,-83.1359658,,2016-12-23 07:34:20.140721,2016-12-23 07:34:20.140721,(202) 225-8171
477,342,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-23 07:34:20.23455,2016-12-23 07:34:20.23455,(248) 528-0711
