id,district_id,state_id,office,member_full,name,last_name,first_name,party,email,url,twitter,facebook,youtube,googleplus,committees,senate_class,bioguide_id,photo,created_at,updated_at
160,366,54,United States House of Representatives CA-40,,Lucille Roybal-Allard,Roybal-Allard,Lucille,Democratic,,http://roybal-allard.house.gov/,RepRoybalAllard,RepRoybalAllard,RepRoybalAllard,,,,,http://bioguide.congress.gov/bioguide/photo/R/R000486.jpg,2016-12-22 20:27:19.481249,2016-12-22 20:27:19.481249
161,46,54,United States House of Representatives CA-27,,Judy Chu,Chu,Judy,Democratic,,http://chu.house.gov/,RepJudyChu,RepJudyChu,RepJudyChu,,,,,http://bioguide.congress.gov/bioguide/photo/C/C001080.jpg,2016-12-22 20:27:34.349576,2016-12-22 20:27:34.349576
162,62,54,United States House of Representatives CA-41,,Mark Takano,Takano,Mark,Democratic,,http://takano.house.gov/,RepMarkTakano,RepMarkTakano,RepMarkTakano,+RepMarkTakano,,,,http://bioguide.congress.gov/bioguide/photo/T/T000472.jpg,2016-12-22 20:27:56.267722,2016-12-22 20:27:56.267722
163,302,54,United States House of Representatives CA-14,,Jackie Speier,Speier,Jackie,Democratic,,http://speier.house.gov/,RepSpeier,JackieSpeier,JackieSpeierCA12,,,,,,2016-12-22 20:28:17.650771,2016-12-22 20:28:17.650771
164,327,54,United States House of Representatives CA-51,,Juan Vargas,Vargas,Juan,Democratic,,http://vargas.house.gov/,RepJuanVargas,RepJuanVargas,RepJuanVargas,,,,,http://bioguide.congress.gov/bioguide/photo/V/V000130.jpg,2016-12-22 20:28:52.510498,2016-12-22 20:28:52.510498
165,341,54,United States House of Representatives CA-29,,Tony Cardenas,Cardenas,Tony,Democratic,,http://cardenas.house.gov/,RepCardenas,repcardenas,repcardenas,,,,,http://cardenas.house.gov/sites/cardenas.house.gov/files/headshot%20-%20small.jpg,2016-12-22 20:29:07.022975,2016-12-22 20:29:07.022975
166,44,54,United States House of Representatives CA-32,,Grace F. Napolitano,Napolitano,Grace F.,Democratic,,http://napolitano.house.gov/,gracenapolitano,RepGraceNapolitano,RepGraceNapolitano,,,,,http://bioguide.congress.gov/bioguide/photo/N/N000179.jpg,2016-12-22 20:29:53.724077,2016-12-22 20:29:53.724077
167,300,54,United States House of Representatives CA-44,,Janice Hahn,Hahn,Janice,Democratic,,http://hahn.house.gov/,Rep_JaniceHahn,RepJaniceHahn,RepJaniceHahn,,,,,http://hahn.house.gov/sites/hahn.house.gov/files/styles/section_front_boilerplate/public/janice-hahn-200px.jpg,2016-12-22 20:30:09.941705,2016-12-22 20:30:09.941705
168,49,54,United States House of Representatives CA-11,,Mark DeSaulnier,DeSaulnier,Mark,Democratic,,https://desaulnier.house.gov/,RepDeSaulnier,RepMarkDeSaulnier,,,,,,,2016-12-22 20:30:57.124111,2016-12-22 20:30:57.124111
169,342,54,United States House of Representatives CA-36,,Raul Ruiz,Ruiz,Raul,Democratic,,http://ruiz.house.gov/,CongressmanRuiz,CongressmanRaulRuizMD,RepRaulRuiz,,,,,http://bioguide.congress.gov/bioguide/photo/R/R000599.jpg,2016-12-22 20:31:27.623472,2016-12-22 20:31:27.623472
170,244,54,United States House of Representatives CA-42,,Ken Calvert,Calvert,Ken,Republican,,http://calvert.house.gov/,KenCalvert,RepKenCalvert,RepKenCalvert,,,,,http://bioguide.congress.gov/bioguide/photo/C/C000059.jpg,2016-12-22 20:36:12.704158,2016-12-22 20:36:12.704158
171,45,54,United States House of Representatives CA-19,,Zoe Lofgren,Lofgren,Zoe,Democratic,,http://lofgren.house.gov/,RepZoeLofgren,zoelofgren,RepZoeLofgren,,,,,http://bioguide.congress.gov/bioguide/photo/L/L000397.jpg,2016-12-22 20:40:17.239643,2016-12-22 20:40:17.239643
172,43,54,United States House of Representatives CA-20,,Sam Farr,Farr,Sam,Democratic,,http://www.farr.house.gov/,repsamfarr,RepSamFarr,RepSamFarr,+RepSamFarr,,,,http://bioguide.congress.gov/bioguide/photo/F/F000030.jpg,2016-12-22 20:40:54.662437,2016-12-22 20:40:54.662437
173,146,54,United States House of Representatives CA-12,,Nancy Pelosi,Pelosi,Nancy,Democratic,,http://pelosi.house.gov/,NancyPelosi,NancyPelosi,nancypelosi,+NancyPelosi,,,,http://bioguide.congress.gov/bioguide/photo/P/P000197.jpg,2016-12-22 20:43:27.392395,2016-12-22 20:43:27.392395
174,439,54,United States House of Representatives CA-22,,Devin Nunes,Nunes,Devin,Republican,,http://nunes.house.gov/,Rep_DevinNunes,376470350795,RepDevinNunes,,,,,http://bioguide.congress.gov/bioguide/photo/N/N000181.jpg,2016-12-22 20:45:39.923099,2016-12-22 20:45:39.923099
175,175,54,United States House of Representatives CA-37,,Karen Bass,Bass,Karen,Democratic,,http://bass.house.gov/,RepKarenBass,RepKarenBass,RepKarenBass,,,,,http://bass.house.gov/sites/karenbass.house.gov/files/styles/section_front_boilerplate/public/Official%20Photo%202012_0.jpg?itok=7gx9doai,2016-12-22 20:46:14.917612,2016-12-22 20:46:14.917612
176,296,54,United States House of Representatives CA-07,,Ami Bera,Bera,Ami,Democratic,,http://bera.house.gov/,RepBera,RepAmiBera,repamibera,,,,,http://bera.house.gov/sites/bera.house.gov/files/wysiwyg_uploaded/Official%20Portrait.jpg,2016-12-22 20:52:32.19877,2016-12-22 20:52:32.19877
177,56,16,United States House of Representatives NV-04,,Cresent Hardy,Hardy,Cresent,Republican,,https://hardy.house.gov/,RepHardy,RepCresentHardy,UCow07SdwPg6ktRESzwwypQw,,,,,https://hardy.house.gov/sites/hardy.house.gov/files/wysiwyg_uploaded/2015-01-08_OfficialPhoto_RepCresentHardy_NV04.jpg,2016-12-22 21:01:19.832173,2016-12-22 21:01:19.832173
178,,16,United States Senate,,Harry Reid,Reid,Harry,Democratic,,http://www.reid.senate.gov/,SenatorReid,SenatorReid,SenatorReid,,,,,http://www.reid.senate.gov/wp-content/uploads/2013/07/official-portrait.jpg,2016-12-22 21:01:20.90179,2016-12-22 21:01:20.90179
179,,16,Governor,,Brian Sandoval,Sandoval,Brian,Republican,,http://gov.nv.gov/,GovSandoval,SandovalForGovernor,BrianSandoval,,,,,http://gov.nv.gov/uploadedImages/govnvgov/Content/About/GovernorBrianSandoval_285x428.jpg,2016-12-22 21:01:21.97961,2016-12-22 21:01:21.97961
180,,16,Lieutenant Governor,,Mark Hutchison,Hutchison,Mark,Republican,"---
- Ltgov@ltgov.nv.gov
",http://ltgov.nv.gov/,Hutch4Nevada,,,,,,,http://ltgov.nv.gov/uploadedImages/ltgovnvgov/Content/home/rh.png?n=5658,2016-12-22 21:01:22.201492,2016-12-22 21:01:22.201492
181,,12,Governor,,John Hickenlooper,Hickenlooper,John,Democratic,,http://www.colorado.gov/governor/,hickforco,JohnHickenlooper,,,,,,http://www.colorado.gov/cms/governor/governor-main/images/GovernorHickenlooperInBlueShirt.jpg,2016-12-22 21:22:44.053757,2016-12-22 21:22:44.053757
183,4,12,United States House of Representatives CO-05,,Doug Lamborn,Lamborn,Doug,Republican,,http://lamborn.house.gov/,RepDLamborn,CongressmanDougLamborn,CongressmanLamborn,,,,,http://lamborn.house.gov/images/img1.png,2016-12-22 21:22:52.529514,2016-12-22 21:22:52.529514
184,393,12,United States House of Representatives CO-03,,Scott R. Tipton,Tipton,Scott R.,Republican,,http://tipton.house.gov/,RepTipton,CongressmanScottTipton,RepScottTipton,,,,,http://tipton.house.gov/sites/tipton.house.gov/files/styles/section_front_boilerplate/public/ssdd-photo.jpg,2016-12-22 21:23:06.966913,2016-12-22 21:23:06.966913
185,115,12,United States House of Representatives CO-02,,Jared Polis,Polis,Jared,Democratic,,http://polis.house.gov/,RepJaredPolis,jaredpolis,JaredPolis31275,,,,,http://polis.house.gov/uploadedfiles/polis_official_photo.jpg,2016-12-22 21:24:03.98828,2016-12-22 21:24:03.98828
186,124,12,United States House of Representatives CO-04,,Ken Buck,Buck,Ken,Republican,,https://buck.house.gov/,RepKenBuck,buckforcolorado,UCHK7Wcwij7NoxXGTeSHUWzg,,,,,https://buck.house.gov/sites/buck.house.gov/files/wysiwyg_uploaded/Ken-Buck-Official-Photo-1-small_0.jpg,2016-12-22 21:24:25.610048,2016-12-22 21:24:25.610048
187,271,12,United States House of Representatives CO-01,,Diana DeGette,DeGette,Diana,Democratic,,http://degette.house.gov/,RepDianaDeGette,DianaDeGette,RepDianaDeGette,,,,,http://degette.house.gov/sites/degette.house.gov/files/styles/congress_image_medium/public/wysiwyg_uploaded/DLD%20High%20Res%205x7_1.JPG?itok=CuIkDIeB,2016-12-22 21:24:39.136364,2016-12-22 21:24:39.136364
188,237,12,United States House of Representatives CO-07,,Ed Perlmutter,Perlmutter,Ed,Democratic,,http://perlmutter.house.gov/,repperlmutter,RepPerlmutter,RepPerlmutter,,,,,http://bioguide.congress.gov/bioguide/photo/P/P000593.jpg,2016-12-22 21:25:23.948008,2016-12-22 21:25:23.948008
189,272,12,United States House of Representatives CO-06,,Mike Coffman,Coffman,Mike,Republican,,http://coffman.house.gov/,RepMikeCoffman,repmikecoffman,CongressmanCoffman,,,,,http://bioguide.congress.gov/bioguide/photo/C/C001077.jpg,2016-12-22 21:29:06.882219,2016-12-22 21:29:06.882219
190,178,45,United States House of Representatives CT-05,,Elizabeth H. Esty,Esty,Elizabeth H.,Democratic,,http://esty.house.gov/,RepEsty,RepEsty,RepEsty,,,,,,2016-12-22 21:38:11.767669,2016-12-22 21:38:11.767669
191,,45,Governor,,Dannel Malloy,Malloy,Dannel,Democratic,"---
- Governor.Malloy@CT.gov
",http://www.governor.ct.gov/malloy/site/default.asp,GovMalloyOffice,186649214694617,OfficeofGovMalloy,,,,,http://www.ct.gov/malloy/lib/malloy/malloy_bio_pic.jpg,2016-12-22 21:38:12.832233,2016-12-22 21:38:12.832233
192,,45,Lieutenant Governor,,Nancy Wyman,Wyman,Nancy,Democratic,"---
- LtGovernor.Wyman@ct.gov
",http://www.ct.gov/wyman/site/default.asp,LGWyman,176889632343577,OfficeofLGWyman,,,,,http://www.ct.gov/wyman/lib/wyman/nw0809sm.jpg,2016-12-22 21:38:13.889696,2016-12-22 21:38:13.889696
193,202,45,United States House of Representatives CT-02,,Joe Courtney,Courtney,Joe,Democratic,,http://courtney.house.gov/,repjoecourtney,joecourtney,repcourtney,,,,,http://bioguide.congress.gov/bioguide/photo/C/C001069.jpg,2016-12-22 21:38:28.193798,2016-12-22 21:38:28.193798
194,411,45,United States House of Representatives CT-04,,James A. Himes,Himes,James A.,Democratic,,http://himes.house.gov/,jahimes,CongressmanJimHimes,congressmanhimes,,,,,http://bioguide.congress.gov/bioguide/photo/H/H001047.jpg,2016-12-22 21:39:19.562688,2016-12-22 21:39:19.562688
195,351,45,United States House of Representatives CT-03,,Rosa L. DeLauro,DeLauro,Rosa L.,Democratic,,http://delauro.house.gov/,rosadelauro,CongresswomanRosaDeLauro,rosadelauro,,,,,http://bioguide.congress.gov/bioguide/photo/D/D000216.jpg,2016-12-22 21:41:15.562248,2016-12-22 21:41:15.562248
196,51,45,United States House of Representatives CT-01,,John B. Larson,Larson,John B.,Democratic,,http://www.larson.house.gov/,repjohnlarson,RepJohnLarson,RepJohnLarson,,,,,http://bioguide.congress.gov/bioguide/photo/L/L000557.jpg,2016-12-22 21:41:35.599546,2016-12-22 21:41:35.599546
197,,38,Governor,,Rick Scott,Scott,Rick,Republican,,http://www.flgov.com/,FLGovScott,scottforflorida,scottforflorida,,,,,http://www.flgov.com/wp-content/uploads/2013/05/GovernorNEW-682x1024.jpg,2016-12-22 21:44:48.233978,2016-12-22 21:44:48.233978
198,,38,Lieutenant Governor,,Carlos Lopez-Cantera,Lopez-Cantera,Carlos,Republican,,http://www.flgov.com/meet-lieutenant-governor-carlos-lopez-cantera/,LopezCantera,,,,,,,http://www.flgov.com/wp-content/uploads/2014/02/LG-Carlos-Lopez-Cantera-Headshot-web2.gif,2016-12-22 21:44:48.349395,2016-12-22 21:44:48.349395
199,372,38,United States House of Representatives FL-26,,Carlos Curbelo,Curbelo,Carlos,Republican,,,,,,,,,,,2016-12-22 21:44:54.82776,2016-12-22 21:44:54.82776
200,394,38,United States House of Representatives FL-01,,Jeff Miller,Miller,Jeff,Republican,,http://jeffmiller.house.gov/,RepJeffMiller,RepJeffMiller,RepJeffMiller,,,,,http://bioguide.congress.gov/bioguide/photo/M/M001144.jpg,2016-12-22 21:45:27.643328,2016-12-22 21:45:27.643328
201,68,38,United States House of Representatives FL-13,,David W. Jolly,Jolly,David W.,Republican,,http://jolly.house.gov/,USRepDavidJolly,repdavidjolly,UCmZt80RWeJF6F-cBw7zjP0g,,,,,http://jolly.house.gov/wp-content/themes/charitas-child/images/jolly-twitter-photo.jpg,2016-12-22 21:46:05.681736,2016-12-22 21:46:05.681736
202,142,38,United States House of Representatives FL-04,,Ander Crenshaw,Crenshaw,Ander,Republican,,http://crenshaw.house.gov/,AnderCrenshaw,200388204657,RepAnderCrenshaw,,,,,http://bioguide.congress.gov/bioguide/photo/C/C001045.jpg,2016-12-22 21:47:44.365155,2016-12-22 21:47:44.365155
203,176,38,United States House of Representatives FL-07,,John L. Mica,Mica,John L.,Republican,,http://mica.house.gov/,,JohnMica,RepJohnMica,,,,,http://bioguide.congress.gov/bioguide/photo/M/M000689.jpg,2016-12-22 21:48:15.626857,2016-12-22 21:48:15.626857
204,353,38,United States House of Representatives FL-19,,Curt Clawson,Clawson,Curt,Republican,,http://clawson.house.gov/,repcurtclawson,ClawsonTheOutsider,UCITQY2TCSy0mkNxElWtdmCA,,,,,http://clawson.house.gov/images/img1.png,2016-12-22 21:48:42.943406,2016-12-22 21:48:42.943406
205,387,38,United States House of Representatives FL-23,,Debbie Wasserman Schultz,Schultz,Debbie Wasserman,Democratic,,http://wassermanschultz.house.gov/,RepDWStweets,RepDWS,,,,,,,2016-12-22 21:49:47.380728,2016-12-22 21:49:47.380728
206,57,38,United States House of Representatives FL-08,,Bill Posey,Posey,Bill,Republican,,http://posey.house.gov/,CongBillPosey,bill.posey15,,,,,,,2016-12-22 21:49:54.702281,2016-12-22 21:49:54.702281
207,396,38,United States House of Representatives FL-16,,Vern Buchanan,Buchanan,Vern,Republican,,http://buchanan.house.gov/,vernbuchanan,CongressmanBuchanan,,,,,,,2016-12-22 21:50:07.853764,2016-12-22 21:50:07.853764
208,8,38,United States House of Representatives FL-12,,Gus M. Bilirakis,Bilirakis,Gus M.,Republican,,http://bilirakis.house.gov/,repgusbilirakis,GusBilirakis,,,,,,,2016-12-22 21:50:39.398688,2016-12-22 21:50:39.398688
209,27,38,United States House of Representatives FL-06,,Ron DeSantis,DeSantis,Ron,Republican,,http://desantis.house.gov/,RepDeSantis,RepDeSantis,,,,,,,2016-12-22 21:51:47.500483,2016-12-22 21:51:47.500483
210,140,38,United States House of Representatives FL-15,,Dennis A. Ross,Ross,Dennis A.,Republican,,http://dennisross.house.gov/,RepDennisRoss,dennis.ross.376,,,,,,,2016-12-22 21:52:01.260354,2016-12-22 21:52:01.260354
211,191,38,United States House of Representatives FL-09,,Alan Grayson,Grayson,Alan,Democratic,,http://grayson.house.gov/,AlanGrayson,alangrayson,,,,,,http://bioguide.congress.gov/bioguide/photo/G/G000556.jpg,2016-12-22 21:52:20.887173,2016-12-22 21:52:20.887173
212,18,38,United States House of Representatives FL-14,,Kathy Castor,Castor,Kathy,Democratic,,http://castor.house.gov/,,USRepKathyCastor,,,,,,,2016-12-22 21:52:51.879185,2016-12-22 21:52:51.879185
241,,10,United States House of Representatives WY,,Cynthia M. Lummis,Lummis,Cynthia M.,Republican,,http://lummis.house.gov/,CynthiaLummis,152754318103332,,,,,,,2016-12-22 23:09:08.776922,2016-12-22 23:09:08.776922
213,126,38,United States House of Representatives FL-11,,Richard B. Nugent,Nugent,Richard B.,Republican,,http://nugent.house.gov/,RepRichNugent,RepRichNugent,RepRichNugent,,,,,http://bioguide.congress.gov/bioguide/photo/N/N000185.jpg,2016-12-22 21:52:59.480135,2016-12-22 21:52:59.480135
214,395,38,United States House of Representatives FL-17,,Thomas J. Rooney,Rooney,Thomas J.,Republican,,http://rooney.house.gov/,TomRooney,reptomrooney,,,,,,,2016-12-22 21:55:26.102609,2016-12-22 21:55:26.102609
215,281,38,United States House of Representatives FL-03,,Ted S. Yoho,Yoho,Ted S.,Republican,,http://yoho.house.gov/,RepTedYoho,CongressmanTedYoho,,,,,,,2016-12-22 21:55:39.540052,2016-12-22 21:55:39.540052
216,339,38,United States House of Representatives FL-22,,Lois Frankel,Frankel,Lois,Democratic,,http://frankel.house.gov/,RepLoisFrankel,RepLoisFrankel,UCEk5viAhxaW_2OK20-yBwzQ,,,,,http://bioguide.congress.gov/bioguide/photo/F/F000462.jpg,2016-12-22 21:58:23.911776,2016-12-22 21:58:23.911776
217,274,38,United States House of Representatives FL-24,,Frederica S. Wilson,Wilson,Frederica S.,Democratic,,http://wilson.house.gov/,RepWilson,RepWilson,,111065390253004259315,,,,,2016-12-22 21:59:13.430544,2016-12-22 21:59:13.430544
218,331,38,United States House of Representatives FL-18,,Patrick Murphy,Murphy,Patrick,Democratic,,http://patrickmurphy.house.gov/,RepMurphyFL,CongressmanPatrickMurphy,reppatrickmurphyfl,,,,,http://bioguide.congress.gov/bioguide/photo/M/M001191.jpg,2016-12-22 21:59:38.844924,2016-12-22 21:59:38.844924
219,240,38,United States House of Representatives FL-20,,Alcee L. Hastings,Hastings,Alcee L.,Democratic,,http://alceehastings.house.gov/,,95696782238,,,,,,,2016-12-22 22:00:16.15541,2016-12-22 22:00:16.15541
220,125,38,United States House of Representatives FL-27,,Ileana Ros-Lehtinen,Ros-Lehtinen,Ileana,Republican,,http://ros-lehtinen.house.gov/,RosLehtinen,iroslehtinen,,,,,,,2016-12-22 22:01:41.414969,2016-12-22 22:01:41.414969
221,112,38,United States House of Representatives FL-10,,Daniel Webster,Webster,Daniel,Republican,,http://webster.house.gov/,RepWebster,RepWebster,repdanwebster,,,,,http://webster.house.gov/UploadedPhotos/mediumresolution/fddbf178-d311-47f1-b677-1b3a7b0fb213.jpg,2016-12-22 22:02:24.439061,2016-12-22 22:02:24.439061
222,280,38,United States House of Representatives FL-02,,Gwen Graham,Graham,Gwen,Democratic,,https://graham.house.gov/,RepGwenGraham,RepGwenGraham,UCFVcNDQYfy-ivAUQPl48PEA,,,,,https://graham.house.gov/sites/graham.house.gov/files/styles/congress_image_medium/public/wysiwyg_uploaded/gwen-graham_official_photo.jpg?itok=rcDJeMnR,2016-12-22 22:06:41.646329,2016-12-22 22:06:41.646329
223,250,38,United States House of Representatives FL-21,,Theodore E. Deutch,Deutch,Theodore E.,Democratic,,http://teddeutch.house.gov/,repteddeutch,CongressmanTedDeutch,congressmanteddeutch,,,,,http://teddeutch.house.gov/UploadedFiles/ted_deutch_officialsmall.jpg,2016-12-22 22:08:01.194742,2016-12-22 22:08:01.194742
18,,6,United States Senate,Isakson (R-GA),Johnny Isakson,Isakson,Johnny,Republican,"---
- https://www.isakson.senate.gov/public/index.cfm/email-me
",http://www.isakson.senate.gov,SenatorIsakson,isakson,SenatorIsakson,,,Class III,I000055,GA_Isakson.jpg (https://dl.airtable.com/vIAd7oJzRGy5XfBHnGvU_GA_Isakson.jpg),2016-12-22 18:53:26.432552,2016-12-22 22:12:11.756521
224,13,6,United States House of Representatives GA-12,,Rick W. Allen,Allen,Rick W.,Republican,,https://allen.house.gov/,RepRickAllen,CongressmanRickAllen,UCZPoYXHFDAV17BGLMzGAmpg,,,,,http://allen.house.gov/UploadedPhotos/MediumResolution/949c137d-ff13-4c33-8a92-11a4f17263a6.jpg,2016-12-22 22:12:14.246196,2016-12-22 22:12:14.246196
225,,6,Governor,,Nathan Deal,Deal,Nathan,Republican,"---
- nathan@nathandeal.org
",http://gov.georgia.gov/,GovernorDeal,GovernorDeal,,,,,,http://gov.georgia.gov/sites/gov.georgia.gov/files/Most%20recent%20photo%20of%20Gov.%20Deal.jpg,2016-12-22 22:12:15.220545,2016-12-22 22:12:15.220545
226,,6,Lieutenant Governor,,Casey Cagle,Cagle,Casey,Republican,,http://ltgov.georgia.gov/,caseycagle,CaseyCaglePage,,,,,,http://ltgov.georgia.gov/sites/ltgov.georgia.gov/files/CagleThumb.jpeg,2016-12-22 22:12:15.408727,2016-12-22 22:12:15.408727
227,226,6,United States House of Representatives GA-09,,Doug Collins,Collins,Doug,Republican,,http://dougcollins.house.gov/,RepDougCollins,RepresentativeDougCollins,repdougcollins,,,,,http://dougcollins.house.gov//images/user_images/Headshot1.jpg,2016-12-22 22:12:34.307225,2016-12-22 22:12:34.307225
228,149,6,United States House of Representatives GA-02,,Sanford D. Bishop Jr.,Bishop Jr.,Sanford D.,Democratic,,http://bishop.house.gov/,sanfordbishop,sanfordbishop,RepSanfordBishop,,,,,http://bioguide.congress.gov/bioguide/photo/B/B000490.jpg,2016-12-22 22:13:00.033489,2016-12-22 22:13:00.033489
229,188,6,United States House of Representatives GA-08,,Austin Scott,Scott,Austin,Republican,,http://austinscott.house.gov/,AustinScottGA08,RepAustinScott,RepAustinScott,,,,,,2016-12-22 22:13:44.25633,2016-12-22 22:13:44.25633
230,127,6,United States House of Representatives GA-01,,"Earl L. ""Buddy"" Carter","""Buddy"" Carter",Earl L.,Republican,,https://buddycarter.house.gov/,repbuddycarter,CongressmanBuddyCarter,,,,,,https://buddycarter.house.gov/images/img-avatar.png,2016-12-22 22:15:19.503314,2016-12-22 22:15:19.503314
231,370,6,United States House of Representatives GA-06,,Tom Price,Price,Tom,Republican,,http://tomprice.house.gov/,reptomprice,reptomprice,RepTomPrice,,,,,http://bioguide.congress.gov/bioguide/photo/P/P000591.jpg,2016-12-22 22:15:51.323671,2016-12-22 22:15:51.323671
232,253,6,United States House of Representatives GA-14,,Tom Graves,Graves,Tom,Republican,,http://tomgraves.house.gov/,reptomgraves,reptomgraves,CongressmanGraves,,,,,http://bioguide.congress.gov/bioguide/photo/G/G000560.jpg,2016-12-22 22:18:30.87809,2016-12-22 22:18:30.87809
233,319,6,United States House of Representatives GA-10,,Jody B. Hice,Hice,Jody B.,Republican,,https://hice.house.gov/,congressmanhice,jodyhice,jodyhice,,,,,,2016-12-22 22:18:38.341447,2016-12-22 22:18:38.341447
234,,50,Governor,,David Ige,Ige,David,Democratic,,http://governor.hawaii.gov/,GovHawaii,387637784744953,UCuAxWlNIQLfMNsvoZbmXUjg,104497965381979171964,,,,http://governor.hawaii.gov/wp-content/uploads/2014/11/Gov-Ige-248x300.jpg,2016-12-22 22:22:58.139483,2016-12-22 22:22:58.139483
235,,50,Lieutenant Governor,,Shan Tsutsui,Tsutsui,Shan,Democratic,"---
- Shan.Tsutsui@hawaii.gov
",http://hawaii.gov/ltgov,shantsutsui,shan.tsutsui,UCf600t6bhyk9czTRVNbav2g,,,,,http://ltgov.hawaii.gov/wp-content/uploads/2012/10/Lt-Gov-Tsutsui-Shan-043-150x150.jpg,2016-12-22 22:22:58.35031,2016-12-22 22:22:58.35031
236,155,50,United States House of Representatives HI-02,,Tulsi Gabbard,Gabbard,Tulsi,Democratic,,http://gabbard.house.gov/,tulsipress,RepTulsiGabbard,tulsipress,,,,,http://bioguide.congress.gov/bioguide/photo/G/G000571.jpg,2016-12-22 22:23:23.832769,2016-12-22 22:23:23.832769
237,425,50,United States House of Representatives HI-01,,Vacant,Vacant,,,,,,,,,,,,,2016-12-22 23:03:31.025396,2016-12-22 23:03:31.025396
238,,36,Governor,,"C.L. ""Butch"" Otter",Otter,"C.L. ""Butch""",Republican,"---
- governor@gov.idaho.gov
",http://gov.idaho.gov/index.html,butchotter,292986829831,GovernorOtter,,,,,https://gov.idaho.gov/images/bio.jpg,2016-12-22 23:06:49.13272,2016-12-22 23:06:49.13272
239,,36,Lieutenant Governor,,Brad Little,Little,Brad,Republican,,http://lgo.idaho.gov/,ltgovbradlittle,LtGovBradLittle,,,,,,,2016-12-22 23:06:49.363816,2016-12-22 23:06:49.363816
240,187,36,United States House of Representatives ID-01,,Raul R. Labrador,Labrador,Raul R.,Republican,,http://labrador.house.gov/,Raul_Labrador,raul.r.labrador,RepLabrador,,,,,,2016-12-22 23:08:29.269043,2016-12-22 23:08:29.269043
92,,10,United States Senate,Barrasso (R-WY),John Barrasso,Barrasso,John,Republican,"---
- https://www.barrasso.senate.gov/public/index.cfm/contact-form
",http://www.barrasso.senate.gov,SenJohnBarrasso,johnbarrasso,barrassowyo,,,Class I,B001261,WY_Barrasso.jpg (https://dl.airtable.com/8geyOtUaRcS3kaafly6f_WY_Barrasso.jpg),2016-12-22 18:55:20.490924,2016-12-22 23:09:07.867989
242,,10,United States Senate,,Michael B. Enzi,Enzi,Michael B.,Republican,,http://www.enzi.senate.gov/public/,SenatorEnzi,mikeenzi,senatorenzi,,,,,http://bioguide.congress.gov/bioguide/photo/E/E000285.jpg,2016-12-22 23:09:09.713226,2016-12-22 23:09:09.713226
243,,10,Governor,,Matt Mead,Mead,Matt,Republican,,http://governor.wy.gov/Pages/default.aspx,,,,,,,,,2016-12-22 23:09:10.624863,2016-12-22 23:09:10.624863
244,64,36,United States House of Representatives ID-02,,Michael K. Simpson,Simpson,Michael K.,Republican,,http://simpson.house.gov/,CongMikeSimpson,96007744606,CongMikeSimpson,,,,,http://simpson.house.gov/UploadedFiles/simpson-color.jpg,2016-12-22 23:09:29.973209,2016-12-22 23:09:29.973209
26,,17,United States Senate,Durbin (D-IL),Richard J. Durbin,Durbin,Richard J.,Democratic,"---
- https://www.durbin.senate.gov/contact/
",http://www.durbin.senate.gov,SenatorDurbin,SenatorDurbin,SenatorDurbin,,,Class II,D000563,IL_Durbin.jpg (https://dl.airtable.com/j5OS4uCDR3OOLD86n1R2_IL_Durbin.jpg),2016-12-22 18:53:43.166507,2016-12-22 23:10:25.068402
245,,17,United States Senate,,Mark Kirk,Kirk,Mark,Republican,,http://www.kirk.senate.gov/,SenatorKirk,SenatorKirk,SenatorKirk,,,,,http://bioguide.congress.gov/bioguide/photo/K/K000360.jpg,2016-12-22 23:10:25.912343,2016-12-22 23:10:25.912343
246,,17,Governor,,Bruce Rauner,Rauner,Bruce,Republican,,http://www.illinois.gov/gov/,GovRauner,GovRauner,brucerauner,,,,,http://www.illinois.gov/gov/SiteCollectionImages/GovRauner.jpg,2016-12-22 23:10:26.975448,2016-12-22 23:10:26.975448
247,,17,Lieutenant Governor,,Evelyn Sanguinetti,Sanguinetti,Evelyn,Republican,,http://www.illinois.gov/ltg/Pages/default.aspx,evelynetti,1558829541025779,,,,,,http://www.illinois.gov/ltg/about/PublishingImages/Lt-Governor.jpg,2016-12-22 23:10:28.050499,2016-12-22 23:10:28.050499
248,150,17,United States House of Representatives IL-17,,Cheri Bustos,Bustos,Cheri,Democratic,,http://bustos.house.gov/,RepCheri,RepCheri,RepCheri,114011472294405284449,,,,,2016-12-22 23:10:35.192057,2016-12-22 23:10:35.192057
249,216,17,United States House of Representatives IL-13,,Rodney Davis,Davis,Rodney,Republican,,http://rodneydavis.house.gov/,RodneyDavis,RepRodneyDavis,RepRodneyDavis,,,,,http://bioguide.congress.gov/bioguide/photo/D/D000619.jpg,2016-12-22 23:10:42.536587,2016-12-22 23:10:42.536587
250,294,17,United States House of Representatives IL-15,,John Shimkus,Shimkus,John,Republican,,http://shimkus.house.gov/,RepShimkus,repshimkus,repshimkus,,,,,http://bioguide.congress.gov/bioguide/photo/S/S000364.jpg,2016-12-22 23:12:34.12874,2016-12-22 23:12:34.12874
251,365,17,United States House of Representatives IL-03,,Daniel Lipinski,Lipinski,Daniel,Democratic,,http://www.lipinski.house.gov/,replipinski,repdanlipinski,lipinski03,,,,,http://bioguide.congress.gov/bioguide/photo/L/L000563.jpg,2016-12-22 23:13:22.524788,2016-12-22 23:13:22.524788
